Name	Target	ID
tyrphostin-AG-527	EGFR	BRD-K43405658
sotalol	ADRB1, ADRB2, KCNH2	BRD-A33168282
RS-67333	HTR4	BRD-K46142322
chlortalidone	CA7, CA1, CA12, CA14, CA4, SLC12A1	BRD-A26384407
JTE-907	CNR2	BRD-K63150726
dihydrosamidin		BRD-K63945320
PD-166793	MMP13, MMP2, MMP3	BRD-A75478957
1-phenylbiguanide	HTR3A, HTR3B	BRD-K31491153
AICA-ribonucleotide	ATIC, PRKAA1	BRD-A67373739
lithocholic-acid	NR1I2, VDR, GPBAR1, MDM2, MDM4, NR1H4, PTPN1	BRD-K20986251
DPO-1	KCNA5	BRD-K99922388
oxybutynin	CHRM3, CHRM1, CHRM2, CHRM4	BRD-A65013509
epigallocatechin	FASN, APP, BACE1, CYP19A1, DYRK1A, ELANE, ENOX2, EP300, IDO1, KAT2B, KDR, MMP14, MMP2, PPARA, PREP, SLC5A1	BRD-K55591206
SA-1478088	MMP12, MMP14, MMP2, MMP8, MMP9	BRD-K73395020
DPN	ESR2	BRD-A27143604
GW-9662	PPARG, NCOA2, RXRA	BRD-K93258693
prednisolone	NR3C1, NR3C2, SERPINA6	BRD-A78391468
cilastatin	DPEP1	BRD-A90311807
zileuton	ALOX5	BRD-A56359832
eliprodil	GRIN1, GRIN2B	BRD-A61392169
NPC-15199	ICAM1, PPARG	BRD-A47633927
azathioprine	HPRT1, IMPDH1, PPAT	BRD-K32821942
ropivacaine	SCN10A, SCN9A	BRD-K50938786
SAL-1	ADORA2B, ADORA2A	BRD-K40213712
retinol	ALDH1A1, ALDH1A2, ALDH1A3, DHRS3, DHRS4, LRAT, NR2C2, RBP1, RBP3, RDH11, RDH12, RDH13, RDH14, RDH5, RDH8, RETSAT, RHO, RLBP1, RXRA, RXRB, RXRG	BRD-K13927029
isoliquiritigenin	AKR1B1, HRH2, SIRT1	BRD-K33583600
tegafur	TYMS	BRD-A79903587
SU-1498	ERBB2, KDR	BRD-K34995470
scopoline		BRD-A92161634
NBI-27914	CRHR1	BRD-K61177364
imperatorin	ACHE, HTR7	BRD-K07117950
myriocin	AKT1, SPTLC1, SPTLC2, SPTLC3	BRD-A76279427
RS-39604	HTR4	BRD-K20742498
esculin		BRD-A99411506
peucedanin		BRD-K72034655
KI-8751	KDR	BRD-K47150025
aminolevulinic-acid	ALAD	BRD-K57631554
marbofloxacin		BRD-K71926323
REV-5901	ALOX5	BRD-A68281735
raloxifene	ESR1, ESR2, ACVRL1, ENG	BRD-K63828191
FPL-55712		BRD-A96456596
cytosporone-b	NR4A1	BRD-K86191271
PF-04217903	MET	BRD-K73319509
biperiden	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2	BRD-A36471396
PKCbeta-inhibitor	PRKCB	BRD-K89687904
isorotenone	MT-ND1	BRD-K06198550
LY-255283	LTB4R, LTB4R2	BRD-K92492521
guanabenz	ADRA2A, ADRA2B, ADRA2C	BRD-K62736196
mead-ethanolamide		BRD-K09764130
BP-554	HTR1A	BRD-K45479396
2-aminopurine		BRD-K35128472
doxapram	KCNK3, KCNK9	BRD-A46179541
tyrphostin-AG-825	ERBB2	BRD-K87919739
JNJ-16259685	GRM1	BRD-K64670467
ioxaglic-acid		BRD-K79124250
n-(3-acetamidophenyl)-3-chlorobenzamide	GRM5	BRD-K61217870
proguanil	CYP2C19, DHFR	BRD-K28183345
BMS-191011	KCNMA1	BRD-K95609758
pioglitazone	PPARG, INS, TRPM3	BRD-A48430263
nabumetone	PTGS2, AKR1C3, CYP2B6, CYP2C19, CYP2E1, PTGS1	BRD-K65146499
CV-1808	ADORA2A, ADORA2B	BRD-A64933752
lasalocid		BRD-A72711497
ibuprofen	PTGS2, PTGS1, ASIC1, BCL2, CFTR, CYP2C8, FABP2, PLAT, PPARG, SLC5A8, THBD	BRD-A17655518
clocortolone	NR3C1, PLA2G1B	BRD-K38003476
verapamil	CACNA1C, CACNA1D, CACNA1G, CACNA1S, CACNA1A, CACNA1B, CACNA1F, CACNA1I, CACNB1, CACNB2, CACNB3, CACNB4, CYP2C8, CYP2E1, CYP3A4, CYP3A5, CYP3A7, DRD2, KCNA10, KCNA7, KCNH2, KCNJ11, NALCN, SCN5A, SLC29A4, SLC6A4	BRD-A09533288
genistein	CFTR, ESR2, EGFR, ESR1, ESRRA, ESRRB, ESRRG, NCOA1, NCOA2, PPARG, PTK2B, TOP2A, TRPC5	BRD-K43797669
linoleic-acid	FABP4, FFAR1, FFAR4, HNF4A, KCNB1, PPARG, TRPM8	BRD-K08973992
NU-1025	PARP1	BRD-K48692744
talipexole	DRD2, HTR3A	BRD-K75615183
nifedipine	CACNA1C, CACNA1D, CACNA1S, CACNA2D1, CACNA1F, CACNA1H, CACNB2, CALM1, CYP3A5, GLRA1, GLRA3, GLRB, KCNA1, KCNA5, NR1I2, TRPM3	BRD-K96354014
GS-39783	GABBR1	BRD-K75478907
BRD-K65285700	CNR2	BRD-K65285700
BD-1008		BRD-K17008822
rhodomyrtoxin-b		BRD-A08003242
XE-991	KCNQ1, KCNQ2, KCNQ3, KCNQ4, KCNQ5	BRD-K42748308
HA-14-1	BCL2	BRD-A13807286
zaldaride	CALM1	BRD-A26032986
metoprolol	ADRB1, ADRB2	BRD-A03623303
profenamine	CHRM1, BCHE, CHRM2, GRIN3A	BRD-A16311756
CGP-71683	NPY5R	BRD-K31912990
AS-604850	PIK3CG, PIK3CA	BRD-K63915849
androstenedione	AKR1C3, HSD17B1, HSD3B1	BRD-K32610195
boldine	CHRNA4, CHRNB2, DRD1, DRD2	BRD-K03440695
ergometrine	ADRA1A, HTR1E, HTR2A	BRD-A73581086
SYK-inhibitor	SYK	BRD-K30189597
fluprostenol	PTGER3, PTGFR, TBXA2R	BRD-K31611373
dilazep	SLC29A1, CACNA1C	BRD-K48722258
L-803087	SSTR4	BRD-A35511923
CGS-15943	ADORA1, ADORA2A, ADORA2B, ADORA3	BRD-K49049886
timolol	ADRB2, ADRB1	BRD-K08806317
emodic-acid		BRD-K94841585
CDK1-5-inhibitor	CDK1, CDK5, GSK3B	BRD-K87932577
amantadine	DRD2, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A	BRD-K70330367
maprotiline	SLC6A2, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR2A, HTR2C, HTR7	BRD-K03319035
zamifenacin	CHRM3	BRD-K80451230
cinacalcet	CASR	BRD-K73838513
SB-221284	HTR2B, HTR2C, HTR2A	BRD-K14807180
labetalol	ADRB1, ADRB2, ADRA1A, ADRA1D, ADRA1B	BRD-A07440155
SA-63133	CSNK1E, CSNK1A1, CSNK1D, CSNK1G2	BRD-K09638361
CG-930	MAPK8	BRD-K84085265
dehydroisoandosterone		BRD-K96527333
solanine		BRD-K70881766
alisertib	AURKA	BRD-K75295174
R-59022	DGKA	BRD-K54665485
AG-592		BRD-K89930444
L-670596		BRD-A85472596
bromocriptine	DRD2, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, ADRA1A, ADRA1B, ADRA1D, HTR6, HTR7, PRL	BRD-A69960130
bemesetron	HTR3A, HTR3B	BRD-A85587465
homochlorcyclizine	HRH1	BRD-A22769835
SANT-1	DHH, IHH, PTCH1, SMO	BRD-K83637872
BCL2-inhibitor	BCL2	BRD-K39111395
cyclopentolate	CHRM1	BRD-A77291778
pazufloxacin		BRD-K66412701
cholic-acid	CES1, FECH, PLA2G1B, ADH1C, COX4I1, COX5A, COX5B, COX6A2, COX6B1, COX6C, COX7A1, COX7B, COX7C, COX8A, ESRRG, FABP6, GPBAR1, MT-CO1, MT-CO2, MT-CO3	BRD-K43164539
norethisterone	PGR	BRD-A39415247
tracazolate	GABRA1	BRD-K34154330
thiazolopyrimidine		BRD-A75517195
ZK-756326	CCR8	BRD-K56403959
orciprenaline	ADRB2	BRD-A07780951
phenylbutyrate	CYP3A5, HDAC1	BRD-K67102207
BRD-K64835161	CLK1, CLK4, DYRK1B	BRD-K64835161
15-delta-prostaglandin-j2	PPARG, NR1H4	BRD-K05396879
dihydro-7-desacetyldeoxygedunin	HSP90AA1	BRD-A47144777
acetyl-geranyl-cysteine		BRD-U01690642
alpha-estradiol	ESR1, ESR2, NR1I2, CYP2B6, CYP2C19, CYP2C8, CYP2E1, CYP3A5, CYP3A7, GPER1, KCNMA1	BRD-A60070924
2-(biphenyl-4-ylsulfonamido)pentanedioic-acid	MMP13, MMP8, MMP9	BRD-A71657825
MLN-4924	NAE1, UBA3	BRD-K67844266
guggulsterone	NR1H4, PGR, AR, ESR1, IKBKB, NR1I2, NR3C1, NR3C2	BRD-A59808129
SB-431542	TGFBR1, ACVR1C, ACVR1B	BRD-K67298865
gemfibrozil	PPARA, CYP2C8, LPL, SLCO1B1, SLCO1B3, SLCO2B1	BRD-K11129031
pindolol	ADRB1, ADRB2, HTR1A, HTR1B, HTR2A, HTR2B	BRD-A97701745
nevirapine	CYP2B6, CYP2C19, CYP3A4	BRD-K15502390
epitestosterone	AKR1C1, AKR1C2, AR	BRD-A53131506
deforolimus	MTOR	BRD-K29733039
GW-4064	NR1H4	BRD-K64245000
NNC-711	SLC6A1, SIGMAR1	BRD-K42221274
ibudilast	PDE4A, PDE4B, PDE4C, MIF, PDE10A, PDE3A, PDE4D, TLR4, CYSLTR1, IL1B, IL6, PDE11A, PDE5A	BRD-K16444452
ZK-164015	ESR1, ESR2	BRD-K05151076
ketoprofen	PTGS2, PTGS1, CXCR1, SLC5A8	BRD-A97739905
sertaconazole		BRD-A95939040
erastin	VDAC2	BRD-A25004090
L-701324	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D	BRD-K08109516
isoxsuprine	ADRB2	BRD-A16700644
SSR-69071	ELANE	BRD-K72895815
DCPIB	SLC1A2	BRD-A39255369
MRS-1845	ORAI1	BRD-A32949107
prunetin	ABCG2, ALDH2	BRD-K57546357
BNTX	OPRD1, OPRK1, OPRM1	BRD-A55484088
rottlerin	KCNH2, PRKCD, TGM2	BRD-K03816923
sappanone-a		BRD-K03557653
pifithrin		BRD-K31792052
MG-132	PSMB1	BRD-K60230970
SB-408124	HCRTR1, HCRTR2	BRD-K53913732
avrainvillamide-analog-6	NPM1	BRD-K50324045
W-5		BRD-K41868777
GW-405833	CNR2	BRD-K10705233
picrotoxin	GABRA1, GLRA2, GLRA3, GABRR1, GLRA1, GLRB, HTR3A, HTR3B	BRD-A37817666
WH-4023	ABL1, LCK, SRC	BRD-U44618005
DMBI	PDGFRB	BRD-K96084870
milnacipran	SLC6A2, SLC6A4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B	BRD-K02227374
MK-5108	AURKA, AURKB, AURKC	BRD-K53665955
altizide		BRD-A56675431
AR-C133057XX	NOS2, NOS1	BRD-K40892394
adipiodone	ALB	BRD-K67261995
procyclidine	CHRM1, CHRM2, CHRM3, CHRM4	BRD-A31800922
karakoline		BRD-A43849199
nateglinide	ABCC8, KCNJ11, CYP3A4, INS, KCNJ10, PPARG	BRD-K44353683
hexylresorcinol	TYR	BRD-K99946902
rhapontin		BRD-K10098805
SB-216641	HTR1B, HTR1D, HTR1A, HTR2A, HTR2B, HTR2C	BRD-K30867024
MK-2206	AKT1, AKT2, AKT3	BRD-K68065987
metolazone	SLC12A3, CA2, CA7	BRD-A61793559
cilomilast	PDE4A, PDE4B, PDE4D, IL12A, IL12B, IL1B, PDE4C, TNF	BRD-K62982419
diltiazem	CACNA1C, CACNA1S, CACNA2D1, CACNG1, CYP3A5, CYP3A7, HTR3A, KCNA5	BRD-A69636825
CO-101244	GRIN2B	BRD-K55677650
parthenolide	ADIPOR2, IKBKB, RELA	BRD-K98548675
neurodazine		BRD-K22631935
austricine		BRD-K78838262
tetrabenazine	SLC18A2, DRD2, SLC18A1	BRD-K95739795
menadione	AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PKM, PROC, PROS1, PROZ, VKORC1, VKORC1L1	BRD-K78126613
oxymetazoline	ADRA1A, ADRA2A, ADRA1B, ADRA1D, ADRA2B, ADRA2C, CYP2C19, HTR1B, HTR1D, HTR2C	BRD-K16195444
perphenazine	DRD2, CALM1, DRD1, HRH1, HTR2A, HTR2C, HTR6, HTR7	BRD-K10995081
AM-281	CNR1, CNR2, GPR55	BRD-K59419204
SA-792709	RARA, RARB	BRD-K51290057
caffeine	ADORA1, ADORA2A, ADORA2B, ATM, ITPR1, RYR1, ADORA3, ATR, ITPR2, ITPR3, PDE10A, PDE11A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, PIK3CA, PIK3CB, PIK3CD, PRKDC, RYR2, RYR3	BRD-K02404261
isogedunin		BRD-A52326238
mifobate	PPARG, REN	BRD-A72066420
WAY-161503	HTR2C	BRD-A62021152
raclopride	DRD2, DRD3, HTR1A	BRD-K04111260
levetiracetam	SV2A, CACNA1B, SCN1A	BRD-K49404994
atenolol	ADRB1, ADRB2	BRD-A20239487
tyrphostin-47	EGFR	BRD-K96778649
PF-543	SPHK1	BRD-K79877282
fluticasone	NR3C1, CYP3A5, CYP3A7, NR3C2, PGR, PLA2G4A	BRD-K14791739
necrostatin-1	IDO1, KRR1, RIPK1	BRD-A36318220
primaquine	KRT7, NQO2	BRD-A55913614
carbamazepine	ABCB1, CYP1A2, CYP3A4, SCN1A, SCN3A, SCN5A	BRD-K71799949
ICI-204448	OPRK1	BRD-A37776212
BRD-K88742110	HDAC8, IL1B	BRD-K88742110
KF-38789	SELP	BRD-A54927599
ATPA	GRIK1, GRIA2	BRD-A65145453
ABT-737	BCL2, BCL2L1, BCL2L2	BRD-K56301217
RO-19-4605	GABRA1, GABRA2, GABRA3, GABRA5	BRD-K80778372
tropicamide	CHRM3, CHRM4, CHRM1, CHRM2	BRD-A79672927
nitrofural		BRD-K79092138
KU-C103443N		BRD-A81402010
cucurbitacin-i	JAK2, STAT3	BRD-A28105619
gossypol	BCL2, BCL2L1, MCL1, BCL2L2, CTGF, EGF	BRD-K19295594
nTZDpa	PPARG	BRD-K54708045
LY-344864	HTR1F, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2B, HTR2C, HTR7	BRD-K95899059
DAPT-GSI-IX		BRD-A68929948
doxycycline	MMP8, MMP1	BRD-A88774919
cefpodoxime		BRD-A87387433
demeclocycline		BRD-A75368507
tretinoin	RARG, RORB, ALDH1A1, ALDH1A2, GPRC5A, NR0B1, NR2C2, PPARD, RARA, RARB, RARRES1, RORC, RXRB, RXRG	BRD-K06926592
VU-0400193-3	GRM4	BRD-K84141129
GSK-429286A	ROCK1	BRD-A10523515
tenovins	SIRT1, SIRT2	BRD-K05977823
exemestane	CYP19A1	BRD-A73741725
MLN-8054	AURKA	BRD-K83963101
pefloxacin	TOP2A	BRD-K55034111
EMD-386088	HTR6	BRD-K47659338
naftifine	SQLE	BRD-K74141488
ritonavir	CYP3A4, CYP1A2, CYP2B6, CYP2C19, CYP3A5, CYP3A7	BRD-K51485625
rucaparib	PARP1, PARP2	BRD-K88560311
toremifene	ESR1, CYP3A5	BRD-K67174588
mesulergine	HTR2A, HTR2C, HTR7, HTR2B, HTR3A, HTR3B, HTR6	BRD-K91336023
etacrynic-acid	SLC12A1, ATP1A1, SLC12A2	BRD-K63630713
daphnetin		BRD-K61269089
heliotrine		BRD-A08709697
tyrphostin-1	EGFR	BRD-K41996876
curcumin	PTGS1, PTGS2, APP, CA1, CA12, CA14, CA2, CA4, CA6, CA9, CCND1, CYP3A4, DNMT1, DNMT3B, EP300, G6PC, MAPT, MMP13, MMP9, NOS2, XDH	BRD-K69690935
diphenidol	CHRM1, CHRM3, CHRM4, CHRM2	BRD-K01663662
quinisocaine		BRD-K73391359
benzohydroxamic-acid		BRD-K59773493
RS-102221	HTR2C, HTR2A, HTR2B	BRD-K87048468
olomoucine	CDK1, CDK2, CDK5, MAPK1	BRD-K82731415
doxylamine	HRH1, CHRM1	BRD-A44008656
cimaterol		BRD-A65440446
tyrphostin-AG-18	EGFR	BRD-K49657628
fillalbin		BRD-K28667196
lawsone		BRD-K66707493
pemoline		BRD-A80793822
pentylenetetrazol		BRD-K57718010
levomepromazine	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR2A, HTR2C	BRD-K35559145
SU-11274	MET	BRD-K02965346
MT-21	CYCS, SLC25A4	BRD-A99449986
cyproheptadine	HRH1, ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, HTR2A, HTR2B, HTR2C, HTR6, HTR7	BRD-K28143534
ZM-39923	JAK1, JAK3	BRD-K40624912
tubacin	HDAC6	BRD-K98426715
azasetron	HTR3A, HTR3B	BRD-A44133049
pyrvinium-pamoate	AR	BRD-M86331534
palmitoylethanolamide	CNR2, GPR119, GPR55	BRD-K68095457
norethindrone	PGR	BRD-K96037667
GBR-12783		BRD-K92015269
oxindole-I	AKT1, KDR, PDPK1, RET	BRD-K51816706
mephentermine	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3	BRD-K18194590
LY-341495	GRM2, GRM3	BRD-K69763916
ivermectin	CHRNA7, GABRB3, GLRA3, P2RX7	BRD-A48570745
SNS-314	AURKA, AURKB, AURKC	BRD-K71512533
BD-1063	SIGMAR1	BRD-K29668683
BRL-52537	OPRK1	BRD-A37347161
nicardipine	CACNA1C, ADORA3, ADRA1A, ADRA1B, ADRA1D, CACNA1D, CACNA2D1, CACNB2, CALM1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, PDE1A, PDE1B	BRD-A26711594
oxantel		BRD-K66019333
benzbromarone	ABCC1, SLC22A12	BRD-K11717138
mercaptopurine	HPRT1, IMPDH1, IMPDH2, PPAT	BRD-K91601245
GTP-14564	FLT3, CSF1R, KIT, PDGFRB	BRD-K16664969
phenamil	PKD2L1	BRD-K21350491
GSK-1904529A	IGF1R, INSR	BRD-K04833372
testosterone	AR, CYP19A1, CYP2C19, CYP2C8, CYP3A5	BRD-A48720949
BML-ST330		BRD-A77118605
RO-08-2750	NGFR, NGF	BRD-K00486786
2',5'-dideoxyadenosine		BRD-A20131130
lidocaine	SCN5A, EGFR, SCN10A, SCN9A	BRD-K52662033
GR-127935	HTR1B, HTR1D, HTR1A, HTR2A, HTR2C, HTR1E, HTR1F, HTR2B, HTR6	BRD-K11911061
chlormadinone	PGR	BRD-A01593789
ON-01910	CDK1, FLT1, FYN, MCL1, PDGFRA, PLK1, PLK2, SRC	BRD-K35687265
enalaprilat	ACE	BRD-K99447003
GW-3965	NR1H2, NR1H3, ABCA1	BRD-K33818169
MBCQ	PDE5A	BRD-K64746805
artesunate		BRD-A47829399
tandutinib	FLT3, KIT, PDGFRA, PDGFRB, CSF1R, PDGFD	BRD-K89162000
fursultiamine		BRD-A71157293
mebeverine	CHRM1, CHRM2, CHRM3, CHRM4	BRD-A09467419
tofacitinib	JAK3, JAK1, JAK2, CYP2C19, TYK2	BRD-K31283835
doxercalciferol	VDR	BRD-K14550461
PJ-34	EEF2, PARP1, PARP15, PARP3	BRD-K11853856
prostaglandin-a1		BRD-K04010869
hymecromone	MAOA	BRD-K46424862
levocabastine	HRH1, NTSR2	BRD-K33453211
quinidine	SCN5A, ABCB1, CYP2D6, KCNA5, KCNA7, KCNH1, KCNH2, KCNH5, KCNK1, KCNK6, SLC29A4	BRD-A64479082
domperidone	DRD2, DRD3, ABCG2, CYP3A5	BRD-K38305202
tebuthiuron		BRD-K34820100
KU-C103428N	NFE2	BRD-A82096673
mead-acid		BRD-K96144918
ebselen	ALB, LTB4R, NOX3	BRD-K29359156
nadolol	ADRB1, ADRB2, ADRB3	BRD-A87606379
PHCCC	GRM1, GRM4	BRD-A48257147
phorbol-12-myristate-13-acetate	CD4, KCNT2, PRKCA, TRPV4	BRD-A15079084
MAPP-D-erythro		BRD-K76274772
CAY-10618	NAMPT	BRD-K83289131
NSC-632839	USP2, USP7, SENP2, USP1	BRD-K74402642
oleylethanolamide	GPR119, CNR1, GPR55, KCND3, PPARA	BRD-K31987754
pinocembrin	AR, CYP1B1, SRD5A1, SRD5A2	BRD-K94689771
metyrapone	CYP11B1, HSD11B1, NR3C2	BRD-K46862739
anagrelide	PDE3A	BRD-K62200014
metrizamide		BRD-A45543382
PK-11195	TSPO, NR1I2, NR1I3	BRD-A41451487
phenformin	KCNJ8, PRKAA1	BRD-K11399644
ciclacillin		BRD-K89046952
deracoxib	PTGS2	BRD-K68558722
tolazoline	ADRA2A, ADRA2B, ADRA2C, ADRA1A, HRH1, HRH2	BRD-K46211610
YM-976	PDE4A, PDE4B, PDE4C, PDE4D, TNF	BRD-K12932420
quercetagetin	PIM1	BRD-K95885906
H-9	PRKACA	BRD-K70577657
hispidin	PREP, PRKCB, PTGS2, XDH	BRD-K07325606
rescinnamine	ACE	BRD-K52930707
barasertib	AURKB, AURKC	BRD-K63923597
navitoclax	BCL2, BCL2L1, BCL2L2	BRD-K82746043
taurodeoxycholic-acid		BRD-K33572481
diphencyprone		BRD-K51730347
GANT-58	DHH, GLI1, IHH	BRD-K64451768
fenbendazole	CYP2C19, CYP2D6, CYP2J2, CYP3A4, TUBB	BRD-K51318897
benazepril	ACE	BRD-A15131297
cyanopindolol	HTR1D	BRD-K40965114
deltaline	CHRNA7	BRD-A99177642
GR-32191	TBXA2R	BRD-K02283807
indolophenanthridine	CALY, DRD1	BRD-K79353516
ryanodine	RYR1, RYR2, RYR3	BRD-K69556541
calycanthine		BRD-K59851896
evoxine		BRD-K47693913
SDM25N	OPRD1	BRD-A75769826
formoterol	ADRB2, CYP2C19	BRD-M00539986
indometacin	PTGS1, PTGS2, PPARG, PTGDR2, GLO1, PLA2G2A, PPARA, PTGR2, SLC46A1	BRD-K57222227
halcinonide	NR3C1	BRD-K81709173
CD-437	RARG	BRD-K28907958
cyclopenthiazide		BRD-A41250306
IAA-94		BRD-K85383046
latrepirdine	HTR6, GRIN2B, HRH1	BRD-K55703048
meptazinol	BCHE	BRD-A02710418
spiramide	DRD2, HTR1A, HTR2A, HTR2B, HTR2C	BRD-K94512704
osthol		BRD-K78294846
cerivastatin	HMGCR, CYP2C8, CYP3A5	BRD-K81169441
mestanolone		BRD-K18523449
diphenoxylate	OPRM1, OPRD1	BRD-K41903098
zibotentan	EDNRA	BRD-K31553034
RHO-kinase-inhibitor-III[rockout]	IMPDH2, ROCK1	BRD-K23875128
MK-212	HTR2A, HTR2B, HTR2C	BRD-K19554809
losartan	AGTR1	BRD-K76205745
rifaximin	NR1I2, CYP3A4	BRD-K89708791
ODQ	GUCY1A2, GUCY1A3, GUCY1B3	BRD-K26015241
ponalrestat	AKR1B1	BRD-K68332390
puromycin	NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1	BRD-A28970875
entecavir		BRD-K08206212
midodrine	ADRA1A, ADRA1B, ADRA1D	BRD-A79981887
eicosatetraynoic-acid	ALOX12, PPARA, PPARG, PTGS1	BRD-K06080977
isoxicam	PTGS1, PTGS2	BRD-A75552914
etomoxir	CPT1A, CPT1B	BRD-K77625572
tipifarnib	FNTA, FNTB	BRD-K63195589
resmethrin		BRD-A83431637
acetohydroxamic-acid		BRD-K74112339
SR-27897	CCKAR	BRD-K35629949
eriochrome-black-t		BRD-K16233984
1,2-dichlorobenzene		BRD-K74430258
cefotiam		BRD-K02275692
mesna		BRD-M40783228
atovaquone	DHODH	BRD-A84493640
Y-27632	ROCK1, ROCK2, LRRK2, PKIA, PKN2, PRKACA, PRKCE	BRD-K44084986
TG100-115	PIK3CG, PIK3CA, PIK3CB, PIK3CD	BRD-K64785675
pantoprazole	ATP4A, CYP2C19, CYP3A4	BRD-A22380646
5-nonyloxytryptamine	HTR1B, HTR1D	BRD-K08219523
cladribine	ADA, PNP, POLA1, POLE, POLE2, POLE3, POLE4, RRM1, RRM2, RRM2B	BRD-K93034159
EI-273	PRKCA, PRKCG	BRD-K56064827
obatoclax	BCL2, BCL2L1, MCL1	BRD-K15600710
ZK-93426	GABRA1, GABRA2, GABRA3, GABRA5	BRD-K68392338
ceforanide		BRD-K37848908
clofibrate	PPARA, LPL	BRD-K45252063
resorcinol	CA12, CA14, CA2, PTGS1	BRD-K85603128
PTB1	PTPN1	BRD-K16554956
brinzolamide	CA2, CA1, CA7, CA12, CA14, CA4, CA5A, CYP2B6, CYP2C8	BRD-K74913225
icariin	NMUR2, PDE5A, SORD	BRD-K65639003
quinine	KCNN4, ABCB1, CYP2D6, GP9, KCNB2, SLC29A4	BRD-U94846492
norgestimate	PGR, ESR1	BRD-A04756508
hydrocortisone	ANXA1, NOS2, NR3C1, NR3C2	BRD-A07000685
mocimycin		BRD-A73605923
L-741626	DRD2, DRD3, DRD4, HTR2A, HTR2B	BRD-K05181463
linsitinib	IGF1R, INSR, INSRR	BRD-K08589866
terbutaline	ADRB2	BRD-A50157456
importazole	KPNB1	BRD-A02481876
metoclopramide	DRD2, HTR3A, HTR4, CHRM1, HTR3B	BRD-K75641298
guanfacine	ADRA2A, ADRA2B, ADRA2C, CYP3A5, HCN1, HCN2, HCN3, HCN4	BRD-K32830106
TCPOBOP	NR1I3	BRD-K30743633
embelin	XIAP	BRD-K86727142
ABT-751	TUBB	BRD-K91623615
YC-1	HIF1A, GUCY1A2, GUCY1A3, GUCY1B3	BRD-K60476892
GR-79236	ADORA1, ADORA2A	BRD-K40578143
avrainvillamide-analog-4	NPM1	BRD-K25079130
BMY-45778	PTGIR	BRD-K84895041
KU-14R		BRD-A38747044
maraviroc	CCR5, CYP3A5	BRD-A04352665
nocodazole	HPGDS	BRD-K12539581
OM-137		BRD-K21971034
fluconazole	CYP3A5, CYP3A7	BRD-K05977355
AGK-2	SIRT2	BRD-K32536677
etifenin		BRD-K63979671
pentobarbital	GABRA1, CHRNA4, CHRNA7, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B	BRD-A44448661
zosuquidar	ABCB1, ABCB4	BRD-K70557564
memantine	GRIN1, CHRFAM7A, CYP2E1, DRD2, GRIN2A, GRIN2B, GRIN3A, HTR3A	BRD-A79803969
LFM-A13	BTK	BRD-A30655177
UCL-2077		BRD-K50325075
levocetirizine	HRH1, CXCL8	BRD-K27184429
evodiamine	TRPV1	BRD-A68631409
tegaserod	HTR4, HTR2B, HTR2A, HTR2C	BRD-K21806131
morphothebaine		BRD-K32412559
propylthiouracil	TPO, DIO1	BRD-K48168960
KUC103420N		BRD-A71009679
VX-745	MAPK14, MAPK11, MAPK12	BRD-K91900765
mirin	MRE11A	BRD-K55420858
GW-6471	PPARA	BRD-A72596465
darinaparsin		BRD-K35723520
L-168049	GCGR	BRD-K18036262
perhexiline	CPT1A, CPT2	BRD-A19633847
amisulpride	DRD2, DRD3, HTR2A, HTR7	BRD-A60197193
fenobam	GRM5	BRD-K41160163
pregnenolone	CYP17A1, PGR, SULT2B1	BRD-K43880410
PSB-11	ADORA3, ADORA1, ADORA2A	BRD-K10177585
